Date,Cam_flow,Rhee_flow,Granta_flow,Precipitation,JL_height
18/11/2021,0.433,0.476,0.084,0,3.841
19/11/2021,0.411,0.48,0.084,0,3.834
20/11/2021,0.396,0.482,0.082,0,3.821
21/11/2021,0.399,0.474,0.079,0.461,3.766
22/11/2021,0.403,0.468,0.078,0.117,3.752
23/11/2021,0.433,0.467,0.078,1.804,3.778
24/11/2021,0.464,0.475,0.08,0.054,3.826
25/11/2021,0.446,0.478,0.08,0.066,3.827
26/11/2021,0.429,0.501,0.083,3.174,3.854
27/11/2021,0.424,0.526,0.098,12.354,3.844
28/11/2021,0.431,0.526,0.205,0.774,3.833
29/11/2021,0.417,0.506,0.165,0.052,3.835
30/11/2021,0.41,0.519,0.131,0.116,3.837
01/12/2021,0.417,0.518,0.121,1.001,3.836
02/12/2021,0.408,0.503,0.113,0.167,3.827
03/12/2021,0.401,0.498,0.069,0.675,3.826
04/12/2021,0.411,0.507,0.051,2.146,3.828
05/12/2021,0.495,0.515,0.168,5.727,3.825
06/12/2021,0.641,0.519,0.357,4.288,3.822
07/12/2021,0.727,0.559,0.56,3.77,3.825
08/12/2021,0.979,0.64,0.911,0.235,3.822
09/12/2021,0.757,0.643,0.421,1.556,3.824
10/12/2021,2.193,0.84,1.91,7.898,3.821
11/12/2021,1.4,0.928,0.752,0.908,3.82
12/12/2021,0.869,0.904,0.591,1.343,3.821
13/12/2021,0.808,0.88,0.457,0.075,3.823
14/12/2021,0.697,0.838,0.296,0.018,3.819
15/12/2021,0.605,0.784,0.214,0,3.819
16/12/2021,0.515,0.744,0.168,0,3.818
17/12/2021,0.517,0.702,0.15,0.07,3.822
18/12/2021,0.494,0.682,0.132,0.218,3.82
19/12/2021,0.501,0.674,0.125,0.202,3.819
20/12/2021,0.512,0.672,0.127,0.338,3.817
21/12/2021,0.504,0.671,0.137,0,3.819
22/12/2021,0.499,0.658,0.152,0.271,3.82
23/12/2021,0.502,0.658,0.158,0.784,3.823
24/12/2021,0.551,0.702,0.189,1.864,3.819
25/12/2021,1.726,1.117,1.586,5.109,3.821
26/12/2021,3.104,2.2,1.89,6.964,3.82
27/12/2021,3.346,4.072,1.352,1.587,3.819
28/12/2021,1.934,3.721,0.948,3.27,3.823
29/12/2021,1.34,2.139,0.702,0.813,3.821
30/12/2021,1.085,1.647,0.537,0,3.82
31/12/2021,0.939,1.419,0.409,1.958,3.819
01/01/2022,0.845,1.275,0.341,0.548,3.778
02/01/2022,0.994,1.244,0.51,2.819,3.841
03/01/2022,1.143,1.469,0.761,0.103,3.919
04/01/2022,1.021,1.512,0.485,1.864,3.883
05/01/2022,0.863,1.306,0.346,0,3.835
06/01/2022,0.806,1.134,0.286,0.554,3.844
07/01/2022,0.732,1.072,0.291,0.15,3.857
08/01/2022,0.922,1.088,0.528,4.153,3.99
09/01/2022,1.337,1.233,0.699,0.03,3.967
10/01/2022,1.013,1.219,0.386,0.166,3.86
11/01/2022,0.948,1.127,0.35,2.168,3.854
12/01/2022,0.888,1.122,0.427,0.098,3.861
13/01/2022,0.854,1.143,0.346,0.066,3.849
14/01/2022,0.8,1.11,0.293,0.051,3.841
15/01/2022,0.767,1.08,0.271,0.099,3.838
16/01/2022,0.746,1.048,0.253,0.018,3.854
17/01/2022,0.737,0.99,0.228,0.018,3.893
18/01/2022,0.728,0.934,0.218,0.134,3.99
19/01/2022,0.742,0.935,0.222,0,3.935
20/01/2022,0.742,0.92,0.213,0.017,3.927
21/01/2022,0.625,0.886,0.203,0,3.956
22/01/2022,0.646,0.872,0.199,0.038,3.901
23/01/2022,0.664,0.863,0.199,0,3.873
24/01/2022,0.678,0.859,0.213,0,3.853
25/01/2022,0.666,0.847,0.21,0,3.844
26/01/2022,0.667,0.84,0.228,0,3.843
27/01/2022,0.665,0.84,0.219,0.034,3.838
28/01/2022,0.656,0.829,0.241,0.03,3.84
29/01/2022,0.641,0.829,0.225,0,3.833
30/01/2022,0.631,0.817,0.222,0.271,3.832
31/01/2022,0.651,0.827,0.221,0.244,3.843
01/02/2022,0.665,0.817,0.223,0.474,3.903
02/02/2022,0.66,0.815,0.222,0,3.89
03/02/2022,0.655,0.814,0.222,0,3.864
04/02/2022,0.78,0.928,0.3,6.937,3.845
05/02/2022,0.729,0.971,0.295,0,3.839
06/02/2022,0.804,0.964,0.282,3.633,3.84
07/02/2022,0.74,0.941,0.273,0.091,3.834
08/02/2022,0.675,0.894,0.251,0,3.831
09/02/2022,0.698,0.892,0.255,0.571,3.832
10/02/2022,0.713,0.89,0.262,0.677,3.831
11/02/2022,0.695,0.863,0.249,0,3.832
12/02/2022,0.669,0.842,0.241,0.03,3.833
13/02/2022,0.697,0.877,0.267,2.616,3.833
14/02/2022,1.222,0.969,0.718,6.67,3.831
15/02/2022,1.735,1.076,1.166,5.65,3.834
16/02/2022,2.502,1.603,1.392,1.325,3.834
17/02/2022,1.416,1.768,0.839,1.526,3.83
18/02/2022,1.151,1.498,0.691,1.873,3.825
19/02/2022,1.225,1.305,0.772,6.441,3.82
20/02/2022,2.454,1.533,1.429,8.491,3.826
21/02/2022,4.294,3.625,2.018,2.068,3.819
22/02/2022,1.812,3.779,0.921,0.725,3.819
23/02/2022,1.361,1.976,0.594,0.018,3.83
24/02/2022,1.416,1.646,0.718,7.496,3.823
25/02/2022,1.291,1.509,0.583,0,3.827
26/02/2022,0.97,1.309,0.438,0.018,3.831
27/02/2022,0.947,1.213,0.393,0,3.826
28/02/2022,0.968,1.164,0.374,2.295,3.821
01/03/2022,1.178,1.305,0.601,4.272,3.823
02/03/2022,2.513,2.143,1.442,3.913,3.827
03/03/2022,2.224,4.807,1.161,0.191,3.831
04/03/2022,1.49,5.109,0.797,3.668,3.831
05/03/2022,1.941,3.818,1.732,3.475,3.826
06/03/2022,1.93,3.303,1.204,0.098,3.83
07/03/2022,1.43,2.496,0.719,0,3.83
08/03/2022,1.114,1.972,0.531,0,3.834
09/03/2022,1.039,1.693,0.444,0,3.833
10/03/2022,0.972,1.506,0.415,0,3.836
11/03/2022,0.971,1.431,0.375,0.606,3.832
12/03/2022,0.947,1.369,0.346,0.191,3.829
13/03/2022,0.918,1.285,0.325,0.709,3.833
14/03/2022,0.868,1.204,0.282,0.018,3.835
15/03/2022,0.874,1.132,0.29,0.211,3.838
16/03/2022,1.139,1.277,0.402,13.302,3.835
17/03/2022,1.484,2.729,0.681,0.981,3.832
18/03/2022,1.086,2.672,0.425,0.044,3.826
19/03/2022,0.946,1.726,0.353,0.034,3.866
20/03/2022,0.904,1.515,0.32,0,3.885
21/03/2022,0.909,1.378,0.297,0,3.85
22/03/2022,0.88,1.267,0.293,0,3.847
23/03/2022,0.852,1.198,0.268,0,3.855
24/03/2022,0.81,1.146,0.26,0,3.842
25/03/2022,0.808,1.117,0.252,0,3.842
26/03/2022,0.811,1.086,0.246,0,3.838
27/03/2022,0.815,1.07,0.243,0,3.834
28/03/2022,0.827,1.065,0.248,0.034,3.84
29/03/2022,0.836,1.078,0.252,0.499,3.836
30/03/2022,0.836,1.077,0.251,0.607,3.835
31/03/2022,0.802,1.042,0.243,0.404,3.841
01/04/2022,0.777,0.987,0.233,0.35,3.843
02/04/2022,0.764,0.953,0.227,0.111,3.842
03/04/2022,0.762,0.93,0.226,0.018,3.841
04/04/2022,0.817,1,0.26,4.275,3.839
05/04/2022,0.834,1.025,0.253,0.709,3.843
06/04/2022,0.809,0.985,0.243,0.688,3.843
07/04/2022,0.822,0.971,0.244,2.788,3.842
08/04/2022,0.781,0.925,0.226,0.618,3.859
09/04/2022,0.721,0.897,0.213,0,3.849
10/04/2022,0.7,0.858,0.208,0,3.852
11/04/2022,0.744,0.832,0.21,0,3.842
12/04/2022,0.733,0.834,0.211,0.052,3.84
13/04/2022,0.696,0.82,0.204,0.425,3.845
14/04/2022,0.676,0.793,0.198,0.017,3.849
15/04/2022,0.666,0.753,0.191,0,3.849
16/04/2022,0.664,0.738,0.188,0,3.843
17/04/2022,0.645,0.739,0.186,0,3.847
18/04/2022,0.613,0.742,0.186,0,3.852
19/04/2022,0.634,0.738,0.186,0.069,3.852
20/04/2022,0.644,0.734,0.182,0,3.853
21/04/2022,0.627,0.721,0.179,0,3.859
22/04/2022,0.624,0.719,0.177,0,3.865
23/04/2022,0.625,0.719,0.174,0,3.875
24/04/2022,0.621,0.709,0.169,0,3.87
25/04/2022,0.599,0.703,0.169,0.283,3.856
26/04/2022,0.588,0.693,0.164,0.03,3.858
27/04/2022,0.554,0.686,0.163,0,3.852
28/04/2022,0.559,0.681,0.161,0,3.852
29/04/2022,0.545,0.674,0.159,0,3.85
30/04/2022,0.564,0.662,0.153,0,3.849
01/05/2022,0.54,0.655,0.151,0,3.851
02/05/2022,0.528,0.651,0.15,0,3.85
03/05/2022,0.536,0.653,0.152,0,3.846
04/05/2022,0.573,0.669,0.156,5.478,3.844
05/05/2022,0.58,0.672,0.148,0.143,3.852
06/05/2022,0.541,0.652,0.143,0.018,3.853
07/05/2022,0.523,0.64,0.14,0.979,3.856
08/05/2022,0.505,0.606,0.135,0,3.854
09/05/2022,0.52,0.582,0.134,0,3.845
10/05/2022,0.514,0.568,0.135,0.121,3.843
11/05/2022,0.555,0.577,0.142,5.102,3.841
12/05/2022,0.5,0.572,0.132,0.018,3.838
13/05/2022,0.472,0.555,0.126,0,3.836
14/05/2022,0.454,0.531,0.12,0,3.833
15/05/2022,0.467,0.532,0.122,1.356,3.83
16/05/2022,0.503,0.533,0.123,1.039,3.84
17/05/2022,0.402,0.518,0.115,0.21,3.839
18/05/2022,0.413,0.505,0.111,0.034,3.843
19/05/2022,0.432,0.5,0.112,2.734,3.845
20/05/2022,0.424,0.507,0.112,1.721,3.846
21/05/2022,0.417,0.5,0.105,0,3.84
22/05/2022,0.405,0.483,0.101,0,3.832
23/05/2022,0.406,0.481,0.104,1.685,3.833
24/05/2022,0.399,0.48,0.102,2.995,3.837
25/05/2022,0.386,0.475,0.098,0.266,3.834
26/05/2022,0.385,0.459,0.095,0.034,3.83
27/05/2022,0.349,0.442,0.089,0,3.825
28/05/2022,0.349,0.432,0.087,0,3.808
29/05/2022,0.336,0.429,0.086,0.435,3.771
30/05/2022,0.355,0.432,0.09,1.315,3.771
31/05/2022,0.394,0.455,0.102,4.253,3.771
01/06/2022,0.376,0.469,0.093,0,3.774
02/06/2022,0.328,0.446,0.084,0,3.774
03/06/2022,0.323,0.427,0.08,0,3.771
04/06/2022,0.311,0.424,0.084,0.246,3.771
05/06/2022,0.377,0.467,0.104,22.392,3.775
06/06/2022,0.414,0.54,0.103,3.921,3.769
07/06/2022,0.385,0.526,0.09,0,3.774
08/06/2022,0.399,0.483,0.09,4.787,3.775
09/06/2022,0.365,0.443,0.078,0.868,3.765
10/06/2022,0.337,0.411,0.072,0.053,3.761
11/06/2022,0.313,0.39,0.067,0,3.77
12/06/2022,0.309,0.371,0.064,0,3.774
13/06/2022,0.324,0.367,0.064,0,3.777
14/06/2022,0.32,0.357,0.062,0,3.779
15/06/2022,0.306,0.348,0.06,0,3.78
16/06/2022,0.272,0.343,0.057,0,3.776
17/06/2022,0.298,0.329,0.053,0,3.774
18/06/2022,0.278,0.33,0.054,2.56,3.781
19/06/2022,0.306,0.336,0.054,0.622,3.778
20/06/2022,0.308,0.335,0.054,0.03,3.776
21/06/2022,0.285,0.324,0.051,0,3.791
22/06/2022,0.269,0.312,0.048,0,3.791
23/06/2022,0.261,0.312,0.047,0.018,3.786
24/06/2022,0.252,0.333,0.047,0,3.783
25/06/2022,0.261,0.327,0.042,0.462,3.788
26/06/2022,0.238,0.314,0.039,0,3.787
27/06/2022,0.231,0.314,0.041,0.796,3.783
28/06/2022,0.263,0.314,0.042,0,3.789
29/06/2022,0.245,0.324,0.042,0.066,3.793
30/06/2022,0.255,0.347,0.043,0.406,3.788
01/07/2022,0.253,0.371,0.045,0.517,3.784
02/07/2022,0.239,0.373,0.042,0.333,3.779
03/07/2022,0.257,0.369,0.041,0.099,3.786
04/07/2022,0.237,0.361,0.039,0,3.787
05/07/2022,0.235,0.347,0.038,0,3.784
06/07/2022,0.214,0.334,0.039,0,3.786
07/07/2022,0.204,0.328,0.04,0,3.786
08/07/2022,0.201,0.316,0.036,0,3.786
09/07/2022,0.193,0.297,0.032,0,3.789
10/07/2022,0.188,0.264,0.03,0,3.787
11/07/2022,0.193,0.267,0.029,0,3.783
12/07/2022,0.185,0.293,0.028,0,3.839
13/07/2022,0.167,0.284,0.028,0,3.807
14/07/2022,0.215,0.287,0.036,0,3.809
15/07/2022,0.192,0.292,0.038,0,3.795
16/07/2022,0.182,0.288,0.033,0,3.791
17/07/2022,0.179,0.271,0.03,0,3.791
18/07/2022,0.173,0.271,0.031,0,3.794
19/07/2022,0.187,0.244,0.028,0.036,3.792
20/07/2022,0.188,0.242,0.022,1.368,3.787
21/07/2022,0.182,0.263,0.019,0.054,3.78
22/07/2022,0.17,0.274,0.02,0,3.78
23/07/2022,0.161,0.283,0.017,0,3.787
24/07/2022,0.152,0.28,0.014,0.03,3.828
25/07/2022,0.149,0.289,0.016,0,3.805
26/07/2022,0.156,0.292,0.019,0.035,3.799
27/07/2022,0.165,0.283,0.033,0,3.791
28/07/2022,0.162,0.279,0.038,0,3.787
29/07/2022,0.151,0.273,0.038,0,3.785
30/07/2022,0.139,0.273,0.033,0,3.782
31/07/2022,0.154,0.275,0.035,0.686,3.794
01/08/2022,0.161,0.267,0.037,0,3.806
02/08/2022,0.158,0.267,0.036,0,3.79
03/08/2022,0.171,0.262,0.034,0,3.785
04/08/2022,0.167,0.252,0.031,0,3.784
05/08/2022,0.152,0.243,0.03,0,3.778
06/08/2022,0.143,0.233,0.028,0,3.78
07/08/2022,0.15,0.231,0.026,0,3.78
08/08/2022,0.152,0.234,0.028,0,3.781
09/08/2022,0.176,0.24,0.026,0,3.785
10/08/2022,0.183,0.255,0.024,0,3.79
11/08/2022,0.189,0.248,0.023,0,3.788
12/08/2022,0.186,0.24,0.022,0,3.785
13/08/2022,0.157,0.229,0.018,0,3.79
14/08/2022,0.153,0.228,0.016,0,3.788
15/08/2022,0.162,0.231,0.019,0.152,3.789
16/08/2022,0.17,0.244,0.024,2.5,3.785
17/08/2022,0.167,0.231,0.014,4.171,3.799
18/08/2022,0.203,0.227,0.007,0.401,3.786
19/08/2022,0.168,0.215,0.003,0.959,3.78
20/08/2022,0.136,0.206,0.001,0,3.779
21/08/2022,0.133,0.199,0,0,3.77
22/08/2022,0.133,0.202,0,0,3.771
23/08/2022,0.145,0.223,0.003,0.03,3.774
24/08/2022,0.15,0.231,0.02,0,3.776
25/08/2022,0.237,0.288,0.071,45.062,3.772
26/08/2022,0.3,0.288,0.036,0.035,3.776
27/08/2022,0.185,0.271,0.027,0,3.781
28/08/2022,0.179,0.266,0.025,0,3.787
29/08/2022,0.171,0.264,0.025,0,3.788
30/08/2022,0.175,0.259,0.027,0,3.784
31/08/2022,0.161,0.254,0.027,0.034,3.786
01/09/2022,0.148,0.26,0.026,0.068,3.784
02/09/2022,0.148,0.262,0.017,1.171,3.794
03/09/2022,0.15,0.26,0.016,0.25,3.787
04/09/2022,0.16,0.256,0.021,0,3.789
05/09/2022,0.147,0.277,0.035,2.798,3.791
06/09/2022,0.243,0.307,0.059,10.238,3.806
07/09/2022,0.23,0.3,0.032,1.26,3.833
08/09/2022,0.198,0.301,0.024,5.964,3.82
09/09/2022,0.175,0.302,0.012,3.831,3.83
10/09/2022,0.162,0.297,0.017,0.546,3.84
11/09/2022,0.166,0.295,0.025,0.2,3.824
12/09/2022,0.162,0.291,0.028,0.485,3.816
13/09/2022,0.163,0.291,0.028,1.115,3.814
14/09/2022,0.17,0.286,0.027,0.703,3.813
15/09/2022,0.173,0.281,0.027,0,3.817
16/09/2022,0.164,0.273,0.016,0,3.808
17/09/2022,0.151,0.27,0.013,0,3.8
18/09/2022,0.146,0.269,0.019,0,3.792
19/09/2022,0.146,0.27,0.009,0,3.797
20/09/2022,0.158,0.275,0.005,0,3.835
21/09/2022,0.165,0.274,0.006,0,3.829
22/09/2022,0.165,0.277,0.013,0,3.825
23/09/2022,0.163,0.285,0.028,2.023,3.831
24/09/2022,0.156,0.285,0.023,0.736,3.84
25/09/2022,0.169,0.279,0.023,0.035,3.836
26/09/2022,0.17,0.287,0.028,3.668,3.813
27/09/2022,0.173,0.292,0.027,0.708,3.811
28/09/2022,0.163,0.281,0.028,0.72,3.805
29/09/2022,0.156,0.278,0.027,0.353,3.812
30/09/2022,0.162,0.295,0.033,9.555,3.803
01/10/2022,0.184,0.307,0.03,0.241,3.804
02/10/2022,0.198,0.298,0.022,0,3.809
03/10/2022,0.163,0.293,0.025,0,3.809
04/10/2022,0.177,0.289,0.025,0,3.816
05/10/2022,0.171,0.281,0.022,1.749,3.861
06/10/2022,0.163,0.276,0.017,0,3.841
07/10/2022,0.155,0.28,0.009,1.755,3.804
08/10/2022,0.15,0.275,0.013,0.14,3.814
09/10/2022,0.142,0.273,0.008,0,3.837
10/10/2022,0.16,0.284,0.007,4.094,3.843
11/10/2022,0.181,0.264,0.004,0,3.87
12/10/2022,0.166,0.258,0.005,0.218,3.856
13/10/2022,0.17,0.264,0.025,2.642,3.812
14/10/2022,0.171,0.271,0.022,0.273,3.831
15/10/2022,0.169,0.272,0.021,0.631,3.815
16/10/2022,0.169,0.265,0.019,1.427,3.816
17/10/2022,0.173,0.267,0.02,2.133,3.813
18/10/2022,0.173,0.264,0.011,0.036,3.811
19/10/2022,0.174,0.263,0.019,0,3.804
20/10/2022,0.31,0.388,0.083,20.252,3.812
21/10/2022,0.349,0.413,0.028,2.164,3.809
22/10/2022,0.261,0.393,0.018,2.899,3.813
23/10/2022,0.262,0.431,0.064,17.583,3.8
24/10/2022,0.399,0.486,0.071,7.835,3.806
25/10/2022,0.316,0.491,0.026,0.192,3.803
26/10/2022,0.262,0.492,0.053,0.178,3.799
27/10/2022,0.247,0.481,0.053,0.824,3.803
28/10/2022,0.25,0.437,0.051,0.105,3.807
29/10/2022,0.246,0.404,0.061,2.319,3.801
30/10/2022,0.251,0.392,0.042,2.124,3.81
31/10/2022,0.249,0.377,0.039,2.297,3.8
01/11/2022,0.278,0.398,0.074,8.402,3.815
02/11/2022,0.31,0.421,0.046,3.457,3.8
03/11/2022,0.487,0.559,0.089,14.707,3.799
04/11/2022,0.727,0.636,0.134,0.236,3.803
05/11/2022,0.445,0.666,0.051,1.666,3.867
06/11/2022,0.647,0.754,0.293,10.239,3.93
07/11/2022,1.35,0.782,0.34,1.548,3.857
08/11/2022,0.633,0.723,0.113,3.334,3.838
09/11/2022,0.432,0.69,0.062,0.254,3.858
10/11/2022,0.37,0.63,0.046,0,3.965
11/11/2022,0.326,0.572,0.042,0,3.869
12/11/2022,0.267,0.519,0.038,0,3.868
13/11/2022,0.268,0.497,0.038,0.201,3.838
14/11/2022,0.296,0.479,0.039,0.799,3.824
15/11/2022,0.316,0.468,0.042,6.66,3.833
16/11/2022,0.421,0.471,0.052,10.573,3.837
17/11/2022,0.67,0.637,0.449,9.02,3.825
18/11/2022,1.38,0.862,0.511,0.573,3.919
19/11/2022,0.689,0.967,0.132,2.346,3.945
20/11/2022,0.513,0.858,0.076,3.152,3.88
21/11/2022,0.441,0.822,0.081,11.654,3.867
22/11/2022,0.498,1.01,0.149,4.421,3.883
23/11/2022,0.655,1.28,0.151,6.812,3.824
24/11/2022,0.621,1.57,0.244,2.928,3.81
25/11/2022,0.548,2.06,0.123,0.036,3.788
26/11/2022,0.473,1.72,0.079,0.036,3.97
27/11/2022,0.442,1.33,0.078,5.582,4.057
28/11/2022,0.471,1.13,0.139,0.303,4.024
29/11/2022,0.441,0.998,0.121,0.097,3.923
30/11/2022,0.447,0.903,0.08,0.061,3.967
01/12/2022,0.415,0.822,0.065,0.13,3.915
02/12/2022,0.406,0.773,0.033,0.399,3.985
03/12/2022,0.393,0.734,0.036,0.121,3.912
04/12/2022,0.389,0.701,0.041,0.138,3.873
05/12/2022,0.389,0.681,0.043,1.134,3.85
06/12/2022,0.408,0.655,0.033,0.234,3.829
07/12/2022,0.397,0.636,0.04,0.069,3.831
08/12/2022,0.408,0.616,0.036,0.035,3.819
09/12/2022,0.405,0.603,0.039,0.097,3.816
10/12/2022,0.396,0.587,0.055,0.069,3.829
11/12/2022,0.399,0.577,0.062,0.035,3.846
12/12/2022,0.403,0.565,0.066,0.173,3.853
13/12/2022,0.399,0.565,0.068,0,3.855
14/12/2022,0.413,0.564,0.061,0,3.855
15/12/2022,0.398,0.544,0.062,0,3.86
16/12/2022,0.38,0.515,0.057,0,3.85
17/12/2022,0.379,0.499,0.058,0.72,3.851
18/12/2022,0.491,0.572,0.086,4.241,3.847
19/12/2022,2.1,1.06,1.52,2.316,3.846
20/12/2022,1.75,1.72,0.642,2.727,3.847
21/12/2022,1.02,1.66,0.296,2.057,3.848
22/12/2022,0.775,1.42,0.185,2.637,3.852
23/12/2022,0.716,1.62,1.18,7.321,3.852
24/12/2022,,3.01,1.27,0.166,3.848
25/12/2022,,3.94,0.444,2.012,3.842
26/12/2022,,2.59,0.243,0.303,3.849
27/12/2022,,1.75,0.155,2.27,3.848
28/12/2022,,1.53,0.164,4.637,3.844
29/12/2022,,1.48,0.331,0.072,3.85
30/12/2022,,1.45,0.205,2.602,3.843
31/12/2022,,1.4,0.613,10.309,3.85
01/01/2023,,1.9,1.11,7.511,3.843
02/01/2023,,3.04,0.714,0.239,3.844
03/01/2023,,3.43,0.409,2.189,3.843
04/01/2023,,2.76,0.351,0.751,3.832
05/01/2023,,2.17,0.261,0.24,3.84
06/01/2023,,1.82,0.209,1.764,3.837
07/01/2023,,1.63,0.186,1.49,3.836
08/01/2023,,1.6,0.937,6.254,3.838
09/01/2023,,1.7,1.98,0.018,3.84
10/01/2023,,1.94,1.27,7.73,3.837
11/01/2023,,2.96,1.16,0.835,3.845
12/01/2023,,3.83,1.13,3.741,3.843
13/01/2023,,3.85,0.676,0.018,3.84
14/01/2023,,3.6,0.901,7.117,3.84
15/01/2023,,3.75,0.889,0.104,3.845
16/01/2023,,3.51,0.497,1.287,3.847
17/01/2023,,2.43,0.35,0,3.847
18/01/2023,,1.8,0.253,0.034,3.84
19/01/2023,,1.52,0.191,0.049,3.837
20/01/2023,,1.37,0.171,0,3.84
21/01/2023,,1.27,0.148,0.086,3.839
22/01/2023,,1.2,0.138,0.053,3.845
23/01/2023,,1.16,0.139,0.082,3.846
24/01/2023,,1.13,0.133,0.017,3.869
25/01/2023,,1.14,0.14,1.392,4.263
26/01/2023,,1.19,0.147,0.287,4.35
27/01/2023,,1.21,0.225,0.14,4.21
28/01/2023,,1.23,0.235,0,4.028
29/01/2023,,1.27,0.195,0,4.038
30/01/2023,,1.28,0.163,0,4.009
31/01/2023,,1.24,0.183,0,3.962
01/02/2023,,1.2,0.18,0,3.938
02/02/2023,,1.16,0.172,0,4.035
03/02/2023,1.85,1.13,0.162,0,4.08
04/02/2023,2.51,1.1,0.154,0,4.007
05/02/2023,1.15,1.06,0.148,0,3.971
06/02/2023,0.813,1.04,0.15,0,3.929
07/02/2023,0.784,1.04,0.15,0.143,3.957
08/02/2023,0.797,1.03,0.15,0.026,3.942
09/02/2023,0.826,1.03,0.15,0.043,3.917
10/02/2023,0.82,1.02,0.148,0.026,3.932
11/02/2023,0.8,0.998,0.146,0,3.944
12/02/2023,0.792,0.991,0.144,0,3.923
13/02/2023,0.782,0.981,0.146,0,3.911
14/02/2023,0.774,0.95,0.144,0.107,3.899
15/02/2023,0.775,0.952,0.139,0.206,3.95
16/02/2023,0.744,0.961,0.146,0.3,4.159
17/02/2023,0.743,0.954,0.137,0,4.165
18/02/2023,0.738,0.943,0.134,0.431,4.071
19/02/2023,0.73,0.925,0.129,0,3.996
20/02/2023,0.736,0.91,0.133,0,3.935
21/02/2023,0.721,0.912,0.134,0,3.903
22/02/2023,0.729,0.954,0.135,1.642,3.89
23/02/2023,0.746,0.962,0.134,0.544,3.883
24/02/2023,0.731,0.954,0.133,0.442,3.875
25/02/2023,0.685,0.943,0.127,0.448,3.882
26/02/2023,0.659,0.916,0.122,0.102,3.895
27/02/2023,0.697,0.9,0.123,0.138,3.886
28/02/2023,0.707,0.896,0.125,0.168,3.891
01/03/2023,0.684,0.884,0.127,0.445,3.89
02/03/2023,0.695,0.883,0.126,0,3.985
03/03/2023,0.685,0.875,0.128,0.034,4.019
04/03/2023,0.679,0.871,0.127,0.164,3.917
05/03/2023,0.683,0.869,0.129,0,3.902
06/03/2023,0.712,0.888,0.146,2.13,3.888
07/03/2023,0.739,0.918,0.148,1.644,3.877
08/03/2023,0.734,0.929,0.146,2.182,3.877
09/03/2023,1.52,1.55,0.826,14.917,3.873
10/03/2023,5.2,6.81,2.63,7.54,3.865
11/03/2023,4.47,10.6,2.42,0.308,3.865
12/03/2023,2.04,10.3,1.14,3.136,3.865
13/03/2023,1.68,8.9,0.822,0.631,3.859
14/03/2023,1.82,7.07,1.01,5.569,3.863
15/03/2023,1.82,5.69,0.861,1.242,3.865
16/03/2023,1.45,4.71,0.62,1.02,3.861
17/03/2023,1.42,4.15,0.591,2.48,3.855
18/03/2023,1.66,5.58,0.747,6.058,3.859
19/03/2023,1.42,7.31,0.554,3.522,3.862
20/03/2023,1.2,7.79,0.416,2.082,3.866
21/03/2023,1.03,6.65,0.362,0.941,3.862
22/03/2023,1.05,5.4,0.339,1.919,3.859
23/03/2023,1.12,5.3,0.298,6.478,3.906
24/03/2023,1.1,6.04,0.282,0.707,3.959
25/03/2023,1.06,5.51,0.271,1.226,3.948
26/03/2023,1.38,4.68,0.415,4.514,4.2
27/03/2023,1.55,4.98,0.424,0.017,4.229
28/03/2023,1.27,5.07,0.332,3.414,4.128
29/03/2023,1.15,4.29,0.338,2.514,4.058
30/03/2023,1.39,3.67,0.446,0.547,4.013
31/03/2023,2.37,4.57,1.07,10.093,3.964
01/04/2023,5.12,7.54,2.02,2.507,3.93
02/04/2023,2.56,10.3,0.984,0.036,3.912
03/04/2023,1.55,9.78,0.526,0.034,3.896
04/04/2023,1.33,7.89,0.391,0,3.893
05/04/2023,1.28,5.61,0.345,1.33,3.887
06/04/2023,1.11,4.39,0.342,5.263,3.883
07/04/2023,1.1,3.3,0.299,0.034,3.877
08/04/2023,0.977,2.47,0.272,0.065,3.878
09/04/2023,1.09,2.16,0.263,0,3.875
10/04/2023,1.15,2.25,0.304,8.613,3.872
11/04/2023,1.18,2.36,0.337,3.038,3.883
12/04/2023,1.38,2.36,0.419,2.087,3.877
13/04/2023,1.59,2.21,0.431,0.309,3.877
14/04/2023,1.39,2.07,0.418,8.192,3.883
15/04/2023,3.05,3.3,1.91,4.139,3.88
16/04/2023,2.12,3.69,1.31,0.03,3.876
17/04/2023,1.46,2.99,0.644,0.189,3.879
18/04/2023,1.25,2.36,0.428,0,3.877
19/04/2023,1.16,1.97,0.345,0,3.887
20/04/2023,1,1.83,0.309,1.131,3.877
21/04/2023,1.05,1.8,0.303,2.856,3.883
22/04/2023,1.03,1.76,0.285,0,3.876
23/04/2023,1.08,1.7,0.274,1.032,3.88
24/04/2023,1.02,1.61,0.266,0.905,3.883
25/04/2023,1.01,1.52,0.247,0.017,3.887
26/04/2023,0.956,1.46,0.24,0,3.886
27/04/2023,0.996,1.46,0.253,2.37,3.876
28/04/2023,0.996,1.56,0.268,1.849,3.881
29/04/2023,0.939,1.51,0.237,0,3.878
30/04/2023,0.911,1.44,0.23,0,3.882
01/05/2023,0.925,1.43,0.23,2.099,3.884
02/05/2023,0.933,1.38,0.222,0.393,3.884
03/05/2023,0.914,1.34,0.221,0,3.88
04/05/2023,0.912,1.32,0.22,0,3.89
05/05/2023,1.18,1.47,0.381,4.752,3.903
06/05/2023,1.21,2.8,0.403,8.248,3.883
